Feature,Importance
SlogP,0.009538751668733476
smr_VSA1,0.007109902491855143
Chi4v,0.006490074687445962
MQN20,0.005820778426873556
slogp_VSA2,0.005129837094783254
AMW,0.005082311311526817
SMR,0.004829493471439456
Chi4n,0.004456290240684296
ExactMW,0.0044091780245394604
peoe_VSA7,0.004350653978253421
Chi3v,0.004265323011998073
Chi2n,0.004228171187034484
MQN1,0.004222481885055385
TPSA,0.004196233377241989
FractionCSP3,0.00417116850910157
MQN31,0.00406111207263199
Chi1n,0.0038544142487487525
smr_VSA6,0.003771454231252695
MQN17,0.0036619426077358704
LabuteASA,0.0036186591669693344
HallKierAlpha,0.003582688321522544
Chi1v,0.003447180920465467
rdkit_309,0.003381555469849893
rdkit_563,0.003312998946434283
Chi0v,0.0031900554161003337
kappa3,0.003155161699751269
NumHeavyAtoms,0.003109436620570363
rdkit_1999,0.002981499040936265
peoe_VSA9,0.0029629740944260197
rdkit_1729,0.0029234370301365825
Chi2v,0.0028871291362271355
Chi3n,0.002881020522325464
MQN10,0.0027642198899710388
kappa1,0.002664966426065354
MQN8,0.0024955701793056653
rdkit_113,0.002461488058410927
peoe_VSA1,0.002449073167588609
kappa2,0.0023996035091966416
MQN12,0.002276616442140319
slogp_VSA6,0.0022719574982260514
slogp_VSA5,0.0022446848572188517
peoe_VSA6,0.002232506751951239
smr_VSA10,0.002206552616830589
rdkit_1340,0.0021945494583117467
peoe_VSA8,0.0020065063385328683
rdkit_1961,0.001997994120114255
slogp_VSA3,0.0019259356036767184
NumHBA,0.0019115779964681183
MQN14,0.0018873368470899868
smr_VSA5,0.0018705986954414085
NumAtoms,0.0018409035770334925
rdkit_2048,0.0017956905118374764
NumHeteroAtoms,0.0017560415838639102
MQN13,0.0017323294098516094
MQN27,0.0017273309180847495
MQN21,0.0016774013597679938
rdkit_632,0.0016616384387003642
MQN28,0.0016211539604595517
rdkit_122,0.0016128431102915082
MQN30,0.001611168548806798
rdkit_203,0.0016070092082071802
rdkit_1106,0.0015980232944431821
rdkit_1167,0.0015664112925984045
rdkit_1942,0.001549950133971631
rdkit_1259,0.0015376262103773562
rdkit_1451,0.0015258973137363462
peoe_VSA5,0.0015206499534435574
peoe_VSA13,0.0015159946571368294
peoe_VSA4,0.0014622681636862899
MQN16,0.0014310536493808068
NumHBD,0.0014006186529322946
MQN36,0.0013383300010382563
rdkit_1624,0.0013338581751855777
rdkit_679,0.0013277444181439702
smr_VSA7,0.001324276601818803
rdkit_69,0.0013214678111210108
MQN23,0.0013041293943092205
rdkit_1234,0.001291053746581733
NumRings,0.0012495633360383326
peoe_VSA10,0.0012080450128195003
MQN29,0.0011996834461999234
rdkit_492,0.0011549412874060463
MQN26,0.0011368663886163928
rdkit_21,0.001115412730120149
slogp_VSA1,0.0011128492662965984
NumLipinskiHBA,0.0011085599561209724
rdkit_885,0.0011018962103420888
smr_VSA3,0.0010975057656156348
peoe_VSA14,0.0010956912330765435
rdkit_263,0.0010869892669854568
rdkit_2038,0.0010791326386949262
MQN19,0.0010564875536548703
NumLipinskiHBD,0.001055154391465745
slogp_VSA8,0.0010360711152421012
NumRotatableBonds,0.0010179970324732802
smr_VSA4,0.0010062990491017246
rdkit_1408,0.0009921235034637866
rdkit_1184,0.0009655742024158616
MQN3,0.0009652358425464498
rdkit_88,0.0009624204021422245
NumAromaticRings,0.0009554418119758367
rdkit_532,0.000933730150750175
rdkit_1000,0.0009300823498606222
rdkit_1363,0.0009222389451579003
slogp_VSA12,0.0009055445125606847
rdkit_843,0.0008940820261956419
rdkit_1777,0.0008909356770046731
rdkit_1154,0.0008876480743129628
rdkit_1836,0.0008870443642820019
rdkit_1556,0.0008661211259821175
rdkit_1690,0.0008478334658723914
rdkit_1992,0.0008437313650927975
rdkit_1890,0.0008233741187043198
rdkit_803,0.0008202090880722587
rdkit_317,0.0008055179777667303
rdkit_1003,0.0007825320782380231
rdkit_97,0.0007822452926303659
NumAliphaticRings,0.0007812446471607921
rdkit_699,0.0007801776082914409
rdkit_793,0.0007740461558821911
rdkit_1704,0.0007723337497610895
rdkit_198,0.0007712161994786995
rdkit_523,0.0007674220680675682
rdkit_1676,0.0007672477209430002
rdkit_1004,0.0007615084969767798
peoe_VSA3,0.0007613275467432265
rdkit_1434,0.0007569472917291787
MQN22,0.0007514209193134018
rdkit_2032,0.0007384655707393128
rdkit_1677,0.0007318722455544494
rdkit_1056,0.0007304414883577747
rdkit_1773,0.0007276467771439258
peoe_VSA2,0.0007275420065170248
rdkit_167,0.0007258230746827367
rdkit_695,0.0007241519299172614
rdkit_1139,0.0007214943830488022
rdkit_588,0.0007212286028276902
slogp_VSA4,0.0007170267357072944
rdkit_994,0.0007154236571169204
rdkit_763,0.0007096178858455458
rdkit_656,0.0007083114115191794
rdkit_181,0.0007076647221165942
rdkit_1796,0.0007001675767897447
rdkit_934,0.0006977259634228226
rdkit_890,0.0006966211010909278
rdkit_979,0.0006964567475560176
rdkit_362,0.0006948951946598693
rdkit_1636,0.0006942904303364909
rdkit_887,0.0006889621604048595
peoe_VSA12,0.0006804776874175981
rdkit_761,0.0006797724753023018
rdkit_337,0.0006792098590951689
rdkit_1123,0.0006730547601379172
rdkit_171,0.0006719319500274752
rdkit_1041,0.000662822683068687
rdkit_152,0.0006615072961515928
rdkit_1558,0.0006523245302746092
rdkit_1611,0.0006503908617667991
rdkit_1534,0.0006495207928203942
rdkit_1334,0.0006473718265206713
rdkit_1923,0.0006469788279664979
rdkit_1195,0.0006441459519351069
rdkit_295,0.0006416902874827805
rdkit_1351,0.0006411646038377878
rdkit_331,0.0006405869608815518
rdkit_1127,0.0006373895286819407
