Feature,Importance
MQN30,0.7077135344186882
MQN16,0.6722610515649269
kappa2,0.4851673933874002
rdkit_710,0.4449621135472562
rdkit_563,0.4400663242189127
peoe_VSA6,0.4220093146916082
rdkit_1340,0.4123608849756795
rdkit_1779,0.39154644089020507
rdkit_1814,0.388998610397123
slogp_VSA5,0.380419720113522
smr_VSA5,0.3790234861815824
rdkit_849,0.3660174404718479
rdkit_24,0.3493911531846853
rdkit_738,0.32709107844756485
rdkit_1210,0.3199187243332579
rdkit_1217,0.31720779896264123
rdkit_1122,0.3118621759280155
rdkit_413,0.30875770490774396
rdkit_147,0.30620445491315373
rdkit_57,0.30191106010510044
rdkit_1266,0.2991058823809436
rdkit_139,0.2753194406677979
rdkit_709,0.26696910812565916
rdkit_1000,0.26694286034280684
SlogP,0.26599200056430244
rdkit_1606,0.26070988433252157
NumAtoms,0.25993542298348865
rdkit_1538,0.25899871424085286
MQN40,0.2557354180392711
NumRotatableBonds,0.25533082829313575
MQN19,0.25533082829313575
rdkit_1206,0.2551883304954409
rdkit_631,0.2540013337304028
rdkit_1076,0.2533393735325921
rdkit_1073,0.253179352420726
rdkit_1664,0.25148720375512956
FractionCSP3,0.2506952936001829
rdkit_767,0.25029779722651424
rdkit_1908,0.24993762040078213
rdkit_1802,0.24578911572945425
rdkit_816,0.24288011530745776
Chi1n,0.24211547569214567
rdkit_1921,0.2395082414418118
rdkit_549,0.23916255710620757
peoe_VSA3,0.236775939031721
rdkit_1773,0.22897257920592493
Chi3n,0.22453593837255661
MQN13,0.22285754664151647
rdkit_452,0.2214467843710332
rdkit_347,0.2214039139646694
rdkit_392,0.2198036238188315
rdkit_923,0.21809342816844488
rdkit_924,0.2180780314611526
rdkit_1119,0.21569907677185396
rdkit_1961,0.21152437986840217
rdkit_492,0.21043110717559127
rdkit_1809,0.20707632794564293
rdkit_230,0.20677718819053864
rdkit_874,0.20557975267600653
rdkit_1309,0.20514229216030944
rdkit_418,0.20513610301375854
rdkit_507,0.20472152987901027
rdkit_226,0.2046281238053472
rdkit_1828,0.20446529843035535
rdkit_1681,0.20241549778254872
rdkit_60,0.20076681809253047
rdkit_1040,0.19629098422020874
rdkit_876,0.19563488779413307
rdkit_1464,0.19156584908765562
