Feature,Importance
morgan_696,0.5645834206145321
morgan_651,0.5275968952320941
morgan_357,0.3593995092607357
morgan_81,0.35403145536283415
morgan_894,0.3355728095801301
morgan_727,0.3292547899737964
morgan_351,0.30825736034838663
morgan_115,0.23987940858161683
morgan_1020,0.23956423285112227
morgan_453,0.2333737333394708
morgan_927,0.23093078427300714
morgan_203,0.22822155893186016
morgan_808,0.22078190403457043
morgan_286,0.2206654595722927
morgan_34,0.1972770664077103
morgan_421,0.1971904188980258
morgan_390,0.1870707481361956
morgan_315,0.17614649550186431
morgan_795,0.1642249414750106
morgan_176,0.1567074016539425
morgan_148,0.14790790570646042
morgan_362,0.14147202131549685
morgan_228,0.1396703568170295
morgan_850,0.13881492552251293
morgan_119,0.13123512313382996
morgan_129,0.12736639338681058
morgan_3,0.12388823776641554
morgan_120,0.1237084069282221
morgan_716,0.12334823090365626
morgan_487,0.11165125443899951
morgan_622,0.10945678414542279
morgan_731,0.10759632651678204
morgan_302,0.10631938783095454
morgan_226,0.10617617009246673
morgan_888,0.10152821416494132
morgan_379,0.10059305322683738
morgan_1018,0.09955037171945182
morgan_14,0.09654926105296004
morgan_474,0.09410516951737105
morgan_193,0.09209941008098614
morgan_37,0.08922229871124428
morgan_359,0.08730911077515813
morgan_832,0.08663220726615756
morgan_251,0.08613532813177409
morgan_272,0.07980825552687787
morgan_592,0.0792027531562551
morgan_821,0.0780863863278593
morgan_363,0.07415925361225172
morgan_507,0.07339852185546933
morgan_837,0.07311724681347077
morgan_668,0.07220260567665662
morgan_711,0.07204314775820697
morgan_250,0.06797834024709452
morgan_192,0.06767316988997302
morgan_584,0.06679773025648429
morgan_223,0.06656014945419861
morgan_695,0.06359419675760897
morgan_787,0.06265495778442957
morgan_295,0.06223108481056925
morgan_376,0.06033901307957319
morgan_786,0.05866304900041356
morgan_65,0.05853504739034832
morgan_748,0.058207056117638434
morgan_969,0.05796039700626359
morgan_1023,0.057739945151178605
morgan_368,0.05711002083032248
morgan_492,0.056378839438784766
morgan_15,0.055876677631926955
morgan_897,0.055771520253664025
morgan_103,0.05561320151201063
morgan_305,0.05561088849013617
morgan_393,0.0549441088426811
morgan_579,0.054523865633702095
morgan_387,0.05386992342821835
morgan_513,0.05350639449657796
morgan_521,0.05299912386347767
morgan_674,0.05094128135647269
morgan_843,0.050369357448679423
morgan_617,0.05030696313828112
morgan_962,0.04977499631385104
morgan_820,0.0490373523900272
morgan_740,0.048813767743787775
morgan_985,0.0485943685779506
morgan_54,0.04843874522581833
morgan_252,0.04807971321992014
morgan_5,0.04777449974531604
morgan_326,0.04767175922598033
morgan_267,0.04752402815188494
morgan_2,0.04569047023282364
morgan_902,0.04533196550155396
morgan_760,0.04427116155343942
morgan_547,0.04365276596937306
morgan_675,0.04320744904720198
morgan_1005,0.04268727189451953
morgan_402,0.04229841825349754
morgan_541,0.04226123778617309
morgan_13,0.041670181257384954
morgan_641,0.04110121449849846
morgan_854,0.040972017178161416
morgan_296,0.0406907790393112
morgan_93,0.040569082357807304
morgan_593,0.039785567759950326
morgan_893,0.03943123719686445
morgan_660,0.03929510789785411
morgan_146,0.03908320942001731
morgan_289,0.03866992665131765
morgan_933,0.038600138546254784
morgan_222,0.0385607020347308
morgan_982,0.037986437954758326
morgan_828,0.0379275027484758
morgan_91,0.037151966306458534
morgan_483,0.03691860288990809
morgan_260,0.03688996393025085
morgan_191,0.03686049021324264
morgan_438,0.036857207363153406
morgan_4,0.03679727613424999
morgan_397,0.03677170995695797
morgan_776,0.036659100155536785
morgan_724,0.036120776499498485
morgan_43,0.035729843416346885
morgan_458,0.03517265283041191
morgan_930,0.03514915845195423
morgan_905,0.03500663846750385
morgan_320,0.03478690693588081
morgan_741,0.03469800436095636
morgan_211,0.03464628532756388
morgan_642,0.033897347546255244
morgan_429,0.03378070294331638
morgan_691,0.032942751390993986
morgan_85,0.03275542035450941
morgan_928,0.03242530821097255
morgan_361,0.032034452882289295
morgan_147,0.03200958632706213
morgan_693,0.03160558330258535
morgan_140,0.03091152348459999
morgan_107,0.03080945017562327
morgan_67,0.030592512706903115
morgan_836,0.03051273073946944
morgan_394,0.03001914489869899
morgan_559,0.029997089446821657
morgan_124,0.029958264086729268
morgan_501,0.029896787155832404
morgan_780,0.029875239679401606
morgan_966,0.029812201710167498
morgan_932,0.029668728500942335
morgan_1015,0.02959861589291711
morgan_558,0.02946911184594185
morgan_578,0.029413667139988095
morgan_206,0.029261037016472258
morgan_571,0.029131877032377677
morgan_845,0.028688267649193258
morgan_853,0.028606847874749784
morgan_299,0.02858834270049187
