Feature,Importance
SlogP,0.005032450074126224
TPSA,0.004347092879157332
smr_VSA1,0.004290573528233391
MQN20,0.004030763111887608
NumLipinskiHBA,0.0038076631813903673
MQN21,0.0037295041465826993
peoe_VSA6,0.0034416187028523575
NumHeavyAtoms,0.0033584651488494125
MQN10,0.0032722577268088004
peoe_VSA14,0.0032207255806155064
MQN1,0.003209738520288799
MQN12,0.003138716583645041
SMR,0.0030857794524121944
AMW,0.002906983070764528
Chi0v,0.0027867084947013603
ExactMW,0.0027802741694618253
kappa2,0.0027418127681711813
rdkit_1834,0.002492775647161431
peoe_VSA9,0.002455800489261357
Chi1n,0.002390216473280848
peoe_VSA8,0.002370430857161771
NumHBD,0.0021752243582168346
HallKierAlpha,0.002064697629693581
smr_VSA10,0.002049524741425964
slogp_VSA5,0.0020209785703110277
smr_VSA6,0.00200760924755907
Chi3v,0.001991631756246193
NumAtoms,0.0018962986935373975
NumRings,0.00188991854673774
rdkit_903,0.0018723196188607809
peoe_VSA1,0.0018338441936994131
Chi4v,0.001831476691537669
slogp_VSA2,0.001823258747440191
MQN26,0.0018137028514786779
slogp_VSA3,0.0017769648050492404
smr_VSA5,0.0017316743572627319
Chi1v,0.001709685721829475
MQN28,0.0016679483950062073
rdkit_930,0.0015890718080313277
Chi4n,0.0015758557390964574
rdkit_865,0.0015711714487693159
LabuteASA,0.0015663413502432038
MQN6,0.0015176310855859055
NumHeteroAtoms,0.0014571388276583006
slogp_VSA6,0.00143599140909429
NumRotatableBonds,0.0014112627982150565
kappa1,0.001384258808736008
Chi2v,0.001381011726726388
MQN31,0.0013764681999002518
rdkit_1340,0.0013672977418664285
rdkit_1154,0.0013615636526620957
Chi2n,0.0013451279620384816
NumAromaticCarbocycles,0.0013363592296239948
rdkit_1409,0.0013194257217742217
rdkit_1942,0.001316962241317116
Chi3n,0.00130696389598064
NumHBA,0.001267645643127642
rdkit_287,0.0012375108012768062
rdkit_58,0.0012318251259334468
peoe_VSA11,0.0012248862571189645
rdkit_1729,0.0012077530845238948
rdkit_804,0.0011895035126758143
MQN14,0.001184454644034217
MQN16,0.0011793842078535676
rdkit_1957,0.0011450760598030307
rdkit_457,0.0010897724524688336
rdkit_1343,0.0010895423588248852
peoe_VSA10,0.0010847815942856992
rdkit_98,0.0010844881096420645
slogp_VSA1,0.0010821460329854247
rdkit_2003,0.0010767464859363285
MQN36,0.0010669992059504103
MQN13,0.0010622962673944754
rdkit_1777,0.0010578717229241866
rdkit_1914,0.0010488789538668324
rdkit_1648,0.0010125646340827265
MQN23,0.0009995296457324112
rdkit_1983,0.0009958511571275925
rdkit_1500,0.0009944557340927024
rdkit_1907,0.0009849443735757753
MQN19,0.0009846322250157402
peoe_VSA7,0.0009737660289681608
rdkit_1583,0.000972371193513018
rdkit_350,0.0009703480663866349
rdkit_1890,0.0009660888290600925
rdkit_162,0.0009612368751677073
rdkit_767,0.00094725491303766
rdkit_622,0.0009464151631082187
MQN17,0.0009263217738222077
MQN8,0.0009221011527913896
rdkit_6,0.0009186124687576503
rdkit_1785,0.000908801660372292
NumLipinskiHBD,0.000907851336484651
MQN30,0.0008939387931406364
rdkit_1471,0.0008845274942501073
rdkit_994,0.0008812330023543873
MQN27,0.0008718938122087712
rdkit_793,0.0008695045244926907
rdkit_314,0.000865095447511641
rdkit_1546,0.0008556367395770595
rdkit_235,0.0008381245770120479
rdkit_1556,0.0008314496621274649
rdkit_441,0.0008225355442899418
rdkit_1076,0.0008189477075632881
rdkit_1489,0.0008170997790574765
slogp_VSA4,0.0008112018040980811
rdkit_563,0.0008100722884921209
rdkit_1600,0.0008097480948985967
peoe_VSA2,0.0008011152864467835
rdkit_1293,0.0007973212383091929
rdkit_1346,0.0007957224470202023
rdkit_688,0.0007857525925114648
kappa3,0.0007695619675725934
smr_VSA3,0.0007631020027913608
rdkit_315,0.000762930346425529
rdkit_1915,0.0007573171301598678
rdkit_803,0.0007511915557464698
rdkit_1908,0.0007429514249128618
rdkit_1931,0.000739352415421409
rdkit_1184,0.0007303206694706344
rdkit_1573,0.0007266671885639953
FractionCSP3,0.0007142188811850666
rdkit_1806,0.0007118720731294965
rdkit_48,0.000708435829741779
rdkit_1196,0.0007034527346047875
rdkit_1419,0.0007031939471443711
rdkit_523,0.0006969662355322404
rdkit_149,0.0006930967092994857
rdkit_104,0.0006811022843306713
rdkit_1952,0.0006761221686177278
rdkit_1684,0.0006740843063064272
rdkit_1474,0.0006726978835993615
rdkit_1122,0.0006672967656043319
rdkit_886,0.0006421835655101107
rdkit_1641,0.0006418063339225131
rdkit_1916,0.0006416248167243424
smr_VSA7,0.0006338697432144171
rdkit_1805,0.0006261714023036643
NumAromaticRings,0.0006215396695325858
rdkit_1927,0.0006188740135114317
rdkit_444,0.0006141667357225499
rdkit_445,0.0006064780282702813
rdkit_230,0.000604008961949139
rdkit_1998,0.0006040088595360234
rdkit_1562,0.0006017069122686943
rdkit_434,0.0006004449242430149
rdkit_632,0.0006003422527336461
rdkit_1163,0.0005950193364148931
rdkit_1275,0.0005926401103570419
rdkit_102,0.000588108052301407
rdkit_699,0.0005843151777869709
rdkit_1406,0.0005839983927236439
rdkit_538,0.0005809443120373534
rdkit_1870,0.0005784750635015293
rdkit_1965,0.0005774398384228635
rdkit_1225,0.0005773484069387611
rdkit_1483,0.0005769968637170543
rdkit_1341,0.0005763804124115871
slogp_VSA12,0.0005761567692337248
MQN22,0.000575697195737425
rdkit_1874,0.0005755497578724112
rdkit_96,0.0005741554581124731
rdkit_1373,0.0005731504536970015
rdkit_309,0.0005702063218261887
rdkit_843,0.0005691613859417457
rdkit_2048,0.0005657656569450924
rdkit_1103,0.0005629885331705774
rdkit_1060,0.0005584718128809697
rdkit_295,0.0005522041524034614
rdkit_331,0.0005513534697523493
rdkit_953,0.0005481802809712095
rdkit_1961,0.0005469926224057568
rdkit_1758,0.000544208923247338
rdkit_686,0.0005394829115235876
rdkit_1310,0.0005377282482138634
peoe_VSA3,0.0005366521512242765
rdkit_1606,0.0005362656265659943
rdkit_320,0.0005353020368818997
rdkit_304,0.0005348228210723931
rdkit_337,0.0005343298547341147
rdkit_1314,0.000534118440555566
rdkit_772,0.0005304813488231122
rdkit_1230,0.0005297392676701043
rdkit_1552,0.0005282687072226218
rdkit_167,0.0005249486105921376
rdkit_217,0.0005228908343036021
rdkit_1024,0.0005155802541206541
rdkit_193,0.0005146878576501049
smr_VSA4,0.0005145237603614413
rdkit_1510,0.0005091478918958881
rdkit_876,0.0005085638692742138
rdkit_1093,0.0005084912233206199
rdkit_1167,0.000508013584495778
rdkit_1000,0.0005066582975940975
rdkit_1256,0.0005043863677836851
rdkit_1906,0.0004979494117903424
rdkit_1522,0.0004961059529875316
rdkit_238,0.0004956789145988473
rdkit_1412,0.0004955763795978108
rdkit_113,0.0004948759477762056
rdkit_1807,0.0004941083723615754
rdkit_1555,0.0004914272471537309
rdkit_56,0.0004904869892003941
rdkit_652,0.0004871385226339406
rdkit_106,0.00048705963204065687
rdkit_640,0.00048151309533767876
rdkit_912,0.0004808708130329898
rdkit_1498,0.0004769265730544053
rdkit_1026,0.00047352739878075864
rdkit_1968,0.0004727533178034076
rdkit_979,0.0004721799016460584
rdkit_259,0.0004719446779233372
rdkit_1572,0.0004716110110126136
rdkit_1305,0.000468115606978429
rdkit_603,0.00046338589542622576
rdkit_937,0.0004628205639003591
rdkit_1389,0.00045824897613300556
rdkit_224,0.00045734498531585657
rdkit_253,0.00045731364943625823
rdkit_397,0.00045603545191778963
rdkit_1334,0.0004517210943140138
rdkit_1584,0.0004511081217935517
rdkit_1700,0.0004488691939086453
rdkit_1779,0.00044796290917812736
rdkit_1918,0.00044300488113657244
rdkit_1457,0.00044110002517653093
rdkit_597,0.0004374817110366031
rdkit_1289,0.0004374710880919722
rdkit_962,0.0004355045726421365
rdkit_808,0.00043544640103704806
rdkit_438,0.00043530754044014084
rdkit_1497,0.0004352741312739214
rdkit_633,0.00043498304602782387
rdkit_680,0.00043344435041211047
rdkit_1172,0.00043093364800581165
rdkit_1127,0.0004308458013939734
rdkit_1316,0.0004303676406614036
rdkit_813,0.0004297140070702795
rdkit_914,0.0004285575632315959
peoe_VSA13,0.0004284425471184813
rdkit_1817,0.0004284139479013586
rdkit_559,0.00042750746308869433
rdkit_766,0.0004270148113644243
rdkit_116,0.000424397677988246
rdkit_1269,0.000423919607164251
rdkit_11,0.0004235727290955152
rdkit_1975,0.00042139610198151057
rdkit_593,0.00042121082505741913
rdkit_1299,0.0004211997289254299
rdkit_1930,0.0004188655337053102
NumAliphaticCarbocycles,0.0004182940488045365
rdkit_1843,0.00041806335198215044
rdkit_1178,0.00041569955149308417
rdkit_169,0.00041341192689882075
rdkit_1671,0.0004120654820861222
rdkit_119,0.00041172408103338316
rdkit_1479,0.00041150354822645297
rdkit_758,0.00041129561982096744
rdkit_272,0.00041090674601555873
rdkit_1704,0.0004092345687065076
rdkit_877,0.0004090023056430246
rdkit_1644,0.00040753007196672394
rdkit_1650,0.0004058075253546526
rdkit_382,0.00040499962272762724
rdkit_707,0.0004049852275481314
rdkit_1728,0.0004049804821366743
rdkit_1493,0.0004041975738904516
rdkit_661,0.0004022825329791515
rdkit_1748,0.00040223463069235133
rdkit_2043,0.00040196343895457476
rdkit_1248,0.0004017451744811923
rdkit_629,0.00040157561566348904
rdkit_1658,0.00039995219486525503
rdkit_1249,0.0003994208958163022
rdkit_867,0.0003990908372866623
rdkit_1382,0.0003986259312297518
rdkit_710,0.00039851635641330313
rdkit_1928,0.00039850993056104187
rdkit_1029,0.00039815013187050985
rdkit_432,0.0003978663119596707
slogp_VSA11,0.00039753404939238895
rdkit_286,0.0003955392285770049
rdkit_161,0.00039549469731008265
rdkit_190,0.00039115082913940334
rdkit_211,0.0003892745814981328
rdkit_847,0.00038885498085080135
rdkit_484,0.0003887439058262401
rdkit_269,0.00038789160378165224
rdkit_1014,0.0003878474679916727
MQN35,0.00038762558875648026
rdkit_1392,0.00038739730695625565
rdkit_1007,0.00038709878235119256
rdkit_496,0.0003862465357596524
rdkit_231,0.00038456642391002777
rdkit_1107,0.0003840077147743748
rdkit_1496,0.0003834356596889704
rdkit_1215,0.00038333032280043095
rdkit_1260,0.0003832746316463538
rdkit_973,0.0003829806572181854
rdkit_675,0.0003807960284627807
rdkit_926,0.00038010781984186895
rdkit_855,0.0003793090200068547
